name,categoryName,website,phone,address,Suburb,state,countryCode,postalCode,location/lat,location/lng,rank,totalScore,reviewsCount,reviewsDistribution/fiveStar,reviewsDistribution/fourStar,reviewsDistribution/oneStar,reviewsDistribution/threeStar,reviewsDistribution/twoStar,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,cid,isAdvertisement,locatedIn,menu,neighborhood,permanentlyClosed,placeId,plusCode,price,scrapedAt,searchPageUrl,searchString,street,subTitle,temporarilyClosed,url
Four Points by Sheraton Melbourne Docklands,Hotel,https://www.marriott.com/en-us/hotels/melfp-four-points-by-sheraton-melbourne-docklands/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+61 3 8578 0000,"443 Docklands Dr, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.815317,144.9385419,17,4.3,1108,611,344,49,71,33,Hotel,Meeting planning service,,,,,,,,6.20E+18,FALSE,,,443 Docklands Dr,FALSE,ChIJxYtyomdd1moRkol1RXBzCVY,"5WMQ+VC Docklands, Victoria, Australia",,8/10/2022 2:53,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,443 Docklands Dr,,FALSE,"https://www.google.com/maps/place/Four+Points+by+Sheraton+Melbourne+Docklands/@-37.815317,144.9385419,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d67a2728bc5:0x5609737045758992!5m2!4m1!1i2!8m2!3d-37.815317!4d144.9385419?hl=en"
Oaks Melbourne on William Suites,Hotel,https://www.oakshotels.com/en/oaks-on-william?utm_description=GoogleMyBusiness&utm_campaign=GMBWilliam&utm_source=GoogleMyBusiness&utm_medium=GMBWilliam,+61 1300 554 275,"350 William St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8113063,144.9565716,43,4.2,1092,519,389,49,110,25,Hotel,Serviced accommodation,,,,,,,,7.20E+16,FALSE,,,350 William St,FALSE,ChIJTWD_GUpd1moRm6QB2CLL_wA,"5XQ4+FJ Melbourne, Victoria, Australia",,8/10/2022 2:08,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,350 William St,,FALSE,"https://www.google.com/maps/place/Oaks+Melbourne+on+William+Suites/@-37.8113063,144.9565716,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d4a19ff604d:0xffcb22d801a49b!5m2!4m1!1i2!8m2!3d-37.8113063!4d144.9565716?hl=en"
Citadines on Bourke Melbourne,Serviced accommodation,https://www.discoverasr.com/en/citadines/australia/citadines-on-bourke-melbourne?utm_source=google&utm_medium=gmb&utm_campaign=HQ-google-gmb-alwayson-20210927-all-en-au-au-citadinesonbourkemelbourne-eme,+61 3 9039 8888,"131-135 Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8126724,144.9692461,51,4.3,1072,514,412,31,87,28,Serviced accommodation,,,,,,,,,1.59E+19,FALSE,,,131-135 Bourke St,FALSE,ChIJB8P4q8lC1moRjpCdiANdVtw,"5XP9+WM Melbourne, Victoria, Australia",,8/10/2022 2:06,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,131-135 Bourke St,,FALSE,"https://www.google.com/maps/place/Citadines+on+Bourke+Melbourne/@-37.8126724,144.9692461,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642c9abf8c307:0xdc565d03889d908e!5m2!4m1!1i2!8m2!3d-37.8126249!4d144.9692264?hl=en"
The Sebel Melbourne Docklands,Hotel,https://www.sebeldocklands.com.au/,+61 3 9641 7500,"18 Aquitania Way, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8138051,144.9425242,3,4.2,1070,570,287,75,94,44,Hotel,Extended stay hotel,Serviced accommodation,,,,,,,2.80E+18,FALSE,,,18 Aquitania Way,FALSE,ChIJdz_PE0Nd1moRVY-Jv7eM4yY,"5WPV+F2 Docklands, Victoria, Australia",££,8/10/2022 2:56,"https://www.google.com/maps/search/hotels+near+Docklands+VIC/@-37.8144526,144.881204,13z/data=!3m1!4b1!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,18 Aquitania Way,,FALSE,"https://www.google.com/maps/place/The+Sebel+Melbourne+Docklands/@-37.8138051,144.9425242,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d4313cf3f77:0x26e38cb7bf898f55!5m2!4m1!1i2!8m2!3d-37.8138051!4d144.9425242?hl=en"
Exford Hotel,Sports bar,http://www.exfordhotel.com.au/,+61 3 9663 2697,"199 Russell St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.811781,144.967444,91,4.1,1058,449,379,29,164,37,Sports bar,Hostel,Liquor store,Pub,,,,,,8.29E+18,FALSE,,,199 Russell St,FALSE,ChIJy8vXd8lC1moRXHCwhRF1HXM,"5XQ8+7X Melbourne, Victoria, Australia",,8/10/2022 2:45,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,199 Russell St,,FALSE,"https://www.google.com/maps/place/Exford+Hotel/@-37.811781,144.967444,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad642c977d7cbcb:0x731d751185b0705c!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.811781!4d144.967444?hl=en"
Space Hotel,Hostel,https://www.spacehotel.com.au/,+61 3 9662 3888,"380 Russell St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.807537,144.9660728,49,4.2,1016,520,311,40,107,38,Hostel,Hotel,,,,,,,,1.33E+19,FALSE,,,380 Russell St,FALSE,ChIJB3RdI8xC1moRLGDeMH9Js7g,"5XR8+XC Melbourne, Victoria, Australia",,8/10/2022 2:07,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,380 Russell St,,FALSE,"https://www.google.com/maps/place/Space+Hotel/@-37.807537,144.9660728,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642cc235d7407:0xb8b3497f30de602c!5m2!4m1!1i2!8m2!3d-37.807537!4d144.9660728?hl=en"
Sheraton Melbourne Hotel,Hotel,https://www.marriott.com/en-us/hotels/melsi-sheraton-melbourne-hotel/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+61 3 9290 1000,"27 Little Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8128985,144.9727786,95,4.2,974,558,249,65,77,25,Hotel,Meeting planning service,Wedding venue,,,,,,,7.94E+17,FALSE,,,27 Little Collins St,FALSE,ChIJrWF5JMZC1moRYW16XDWBBAs,"5XPF+R4 Melbourne, Victoria, Australia",$$,8/10/2022 2:01,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,27 Little Collins St,,FALSE,"https://www.google.com/maps/place/Sheraton+Melbourne+Hotel/@-37.8128985,144.9727786,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad642c6247961ad:0xb0481355c7a6d61!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8128985!4d144.9727786?hl=en"
The Savoy Hotel on Little Collins Melbourne,Hotel,https://savoyhotelmelbourne.com/?utm_source=googleplaces&utm_medium=organic&utm_campaign=googleplaces&utm_content=savoy-melbourne,+61 3 9622 8888,"630 Little Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.817728,144.9539335,89,4.2,960,483,307,24,117,29,Hotel,Conference center,Event venue,Function room facility,Restaurant,Wedding venue,,,,1.70E+19,FALSE,,,630 Little Collins St,FALSE,ChIJQTbROE5d1moR3mLmtFMXdus,"5XJ3+WH Melbourne, Victoria, Australia",$$,8/10/2022 2:44,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,630 Little Collins St,,FALSE,"https://www.google.com/maps/place/The+Savoy+Hotel+on+Little+Collins+Melbourne/@-37.817728,144.9539335,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65d4e38d13641:0xeb761753b4e662de!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8178517!4d144.9539856?hl=en"
Pullman Melbourne on Swanston,Hotel,https://all.accor.com/hotel/3028/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps&y_source=1_MTUzNjA4MjgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+61 3 9663 4711,"195 Swanston St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8131012,144.9650043,56,4,959,395,329,50,143,42,Hotel,,,,,,,,,1.87E+18,FALSE,,,195 Swanston St,FALSE,ChIJHQxSE8pC1moRdM3F9Sno6hk,"5XP8+Q2 Melbourne, Victoria, Australia",,8/10/2022 2:06,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,195 Swanston St,,FALSE,"https://www.google.com/maps/place/Pullman+Melbourne+on+Swanston/@-37.8131012,144.9650043,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642ca13520c1d:0x19eae829f5c5cd74!5m2!4m1!1i2!8m2!3d-37.8131012!4d144.9650043?hl=en"
Radisson on Flagstaff Gardens Melbourne,Hotel,https://www.radissonhotels.com/en-us/hotels/radisson-melbourne-flagstaff-gardens,+61 3 9322 8000,"380 William St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8103603,144.9560809,75,4.3,942,511,295,25,91,20,Hotel,,,,,,,,,5.59E+18,FALSE,,,380 William St,FALSE,ChIJY35yAUpd1moRN5PFkqkro00,"5XQ4+VC Melbourne, Victoria, Australia",$$,8/10/2022 2:46,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,380 William St,,FALSE,"https://www.google.com/maps/place/Radisson+on+Flagstaff+Gardens+Melbourne/@-37.8103603,144.9560809,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d4a01727e63:0x4da32ba992c59337!5m2!4m1!1i2!8m2!3d-37.8103603!4d144.9560809?hl=en"
Wyndham Hotel Melbourne,Hotel,https://www.wyndhammelbourne.com.au/?CID=LC:HR::GGL:RIO:National:47584&iata=00093796,+61 3 8692 8900,"199 William St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8145689,144.9573572,10,4.3,933,524,272,43,72,22,Hotel,Inn,,,,,,,,3.64E+18,FALSE,Floor G · The William,,199 William St,FALSE,ChIJW230lktd1moRDkLSlSoMejI,"5XP4+5W Melbourne, Victoria, Australia",,8/10/2022 2:53,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,199 William St,,FALSE,"https://www.google.com/maps/place/Wyndham+Hotel+Melbourne/@-37.8145689,144.9573572,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d4b96f46d5b:0x327a0c2a95d2420e!5m2!4m1!1i2!8m2!3d-37.8145689!4d144.9573572?hl=en"
View Melbourne,Hotel,https://viewhotels.com.au/melbourne,+61 3 9529 8888,"562 St Kilda Rd, Melbourne VIC 3004, Australia",Melbourne,Victoria,AU,3004,-37.8463433,144.9784634,72,4.2,927,431,324,34,110,28,Hotel,Beer garden,Cafe,Conference center,Restaurant,,,,,3.01E+18,FALSE,,,562 St Kilda Rd,FALSE,ChIJPYClWhdo1moRFlfbP6Emzik,"5X3H+F9 Melbourne, Victoria, Australia",$,8/10/2022 2:47,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,562 St Kilda Rd,,FALSE,"https://www.google.com/maps/place/View+Melbourne/@-37.8463433,144.9784634,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad668175aa5803d:0x29ce26a13fdb5716!5m2!4m1!1i2!8m2!3d-37.8463329!4d144.9784592?hl=en"
The Olsen Melbourne - Art Series,Hotel,https://all.accor.com/hotel/B3V5/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps&y_source=1_MTUzNjExNjQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+61 3 9040 1222,"637/641 Chapel St, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8380001,144.9954769,4,4.3,876,498,242,45,61,30,Hotel,,,,,,,,,5.15E+18,FALSE,,,637/641 Chapel St,FALSE,ChIJESEEXoNC1moR2ulOfrrNc0c,"5X6W+Q5 South Yarra, Victoria, Australia",$$$$,8/10/2022 2:55,"https://www.google.com/maps/search/hotels+near+South+Yarra+VIC/@-37.8103515,144.908693,12z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,637/641 Chapel St,,FALSE,"https://www.google.com/maps/place/The+Olsen+Melbourne+-+Art+Series/@-37.8380001,144.9954769,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad642835e042111:0x4773cdba7e4ee9da!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8380001!4d144.9954769?hl=en"
Jasper Hotel,Hotel,https://www.jasperhotel.com.au/?utm_source=local-directories&utm_medium=organic&utm_campaign=travelclick-localconnect,+61 3 8327 2777,"489 Elizabeth St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8074918,144.9597157,37,4.1,801,339,288,30,108,36,Hotel,Business to business service,,,,,,,,1.34E+19,FALSE,,,489 Elizabeth St,FALSE,ChIJtfLNojRd1moRnc-GsT7B0Lk,"5XV5+2V Melbourne, Victoria, Australia",,8/10/2022 2:50,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,489 Elizabeth St,,FALSE,"https://www.google.com/maps/place/Jasper+Hotel/@-37.8074918,144.9597157,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d34a2cdf2b5:0xb9d0c13eb186cf9d!5m2!4m1!1i2!8m2!3d-37.8073963!4d144.9598233?hl=en"
Adina Apartment Hotel Melbourne,Hotel,https://www.adinahotels.com/en/apartments/melbourne/?utm_source=googleplaces&utm_medium=organic&utm_campaign=googleplaces&utm_content=adina-melbourne,+61 3 9934 0000,"189 Queen St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8142469,144.9599771,78,4.2,711,335,257,25,69,25,Hotel,Event venue,Holiday apartment rental,Serviced accommodation,,,,,,1.05E+19,FALSE,,,189 Queen St,FALSE,ChIJDRm8Jktd1moRXhrBVZUoQZE,"5XP5+8X Melbourne, Victoria, Australia",$$,8/10/2022 2:03,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,189 Queen St,,FALSE,"https://www.google.com/maps/place/Adina+Apartment+Hotel+Melbourne/@-37.8142469,144.9599771,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65d4b26bc190d:0x9141289555c11a5e!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8142469!4d144.9599771?hl=en"
The Jazz Corner Hotel,Hotel,https://www.jazzcornerhotel.com/,+61 3 9454 9000,"352 William St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8111926,144.9564417,72,4.3,660,365,194,27,58,16,Hotel,,,,,,,,,1.39E+19,FALSE,,,352 William St,FALSE,ChIJ1yk8F0pd1moRqSG33sxL-sA,"5XQ4+GH Melbourne, Victoria, Australia",,8/10/2022 2:04,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,352 William St,,FALSE,"https://www.google.com/maps/place/The+Jazz+Corner+Hotel/@-37.8111926,144.9564417,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d4a173c29d7:0xc0fa4bccdeb721a9!5m2!4m1!1i2!8m2!3d-37.8111926!4d144.9564417?hl=en"
Miami Hotel Melbourne,Hotel,https://www.themiami.com.au/,+61 3 9321 2444,"13 Hawke St, West Melbourne VIC 3003, Australia",West Melbourne,Victoria,AU,3003,-37.8060026,144.9484743,23,4.2,645,303,225,20,71,26,Hotel,,,,,,,,,1.78E+19,FALSE,,,13 Hawke St,FALSE,ChIJWdDeRThd1moRZcPzAOk4-fY,"5WVX+H9 West Melbourne, Victoria, Australia",,8/10/2022 2:50,"https://www.google.com/maps/search/hotels+near+Docklands+VIC/@-37.8144422,144.881204,13z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,13 Hawke St,,FALSE,"https://www.google.com/maps/place/Miami+Hotel+Melbourne/@-37.8060026,144.9484743,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d3845ded059:0xf6f938e900f3c365!5m2!4m1!1i2!8m2!3d-37.8060026!4d144.9484743?hl=en"
Mantra on Little Bourke Melbourne,Hotel,https://all.accor.com/hotel/B3N9/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps&y_source=1_MTUzNjA4ODAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+61 3 9607 3000,"471 Little Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.814443,144.958996,113,4.3,641,306,247,20,51,17,Hotel,,,,,,,,,1.59E+19,FALSE,,,471 Little Bourke St,FALSE,ChIJATDSDUtd1moRE6SF53kO7tw,"5XP5+6H Melbourne, Victoria, Australia",,8/10/2022 2:44,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,471 Little Bourke St,,FALSE,"https://www.google.com/maps/place/Mantra+on+Little+Bourke+Melbourne/@-37.814443,144.958996,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65d4b0dd23001:0xdcee0e79e785a413!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.814443!4d144.958996?hl=en"
Mantra Southbank Melbourne,Hotel,https://all.accor.com/hotel/B3Q9/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps&y_source=1_MTUzNjA3ODMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+61 3 8696 7222,"31 City Rd, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8216792,144.9669244,35,4.1,610,237,262,20,75,16,Hotel,,,,,,,,,7.02E+18,FALSE,,,31 City Rd,FALSE,ChIJFxlgiLFC1moRk6GHpl33cWE,"5XH8+8Q Southbank, Victoria, Australia",,8/10/2022 2:49,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,31 City Rd,,FALSE,"https://www.google.com/maps/place/Mantra+Southbank+Melbourne/@-37.8216792,144.9669244,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642b188601917:0x6171f75da687a193!5m2!4m1!1i2!8m2!3d-37.8216792!4d144.9669244?hl=en"
Melbourne Metro YHA,Hostel,https://www.yha.com.au/hostels/vic/melbourne-hostels/melbourne-metro-hostel/?utm_source=google-business&utm_medium=righthandside&utm_campaign=listing,+61 3 9329 8599,"78 Howard St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.803079,144.9544576,48,4,586,236,194,39,90,27,Hostel,Group accommodation,Hotel,Youth hostel,,,,,,5.31E+17,FALSE,,,78 Howard St,FALSE,ChIJf6YxczFd1moR_RcU78tBXwc,"5XW3+QQ North Melbourne, Victoria, Australia",,8/10/2022 2:49,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,78 Howard St,,FALSE,"https://www.google.com/maps/place/Melbourne+Metro+YHA/@-37.803079,144.9544576,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d317331a67f:0x75f41cbef1417fd!5m2!4m1!1i2!8m2!3d-37.803079!4d144.9544576?hl=en"
Melbourne Central YHA,Hostel,https://www.yha.com.au/hostels/vic/melbourne-hostels/melbourne-central-hostel/?utm_source=google-business&utm_medium=righthandside&utm_campaign=listing,+61 3 9621 2523,"562 Flinders St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8206438,144.9556166,12,4.1,580,268,196,26,70,20,Hostel,Group accommodation,Youth hostel,,,,,,,1.55E+19,FALSE,,,562 Flinders St,FALSE,ChIJq8l3ilFd1moRkF-CPRg7K9c,"5XH4+P6 Melbourne, Victoria, Australia",,8/10/2022 2:53,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,562 Flinders St,,FALSE,"https://www.google.com/maps/place/Melbourne+Central+YHA/@-37.8206438,144.9556166,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d518a77c9ab:0xd72b3b183d825f90!5m2!4m1!1i2!8m2!3d-37.8206438!4d144.9556166?hl=en"
The Como Melbourne - MGallery,Hotel,https://all.accor.com/hotel/8801/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps&y_source=1_MTUzNjI2NTktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+61 3 9825 2222,"630 Chapel St, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8390099,144.9962073,8,4.4,579,348,155,20,40,16,Hotel,,,,,,,,,1.41E+19,FALSE,Floor G · The Como Centre,,630 Chapel St,FALSE,ChIJWea4EoNC1moRsjHHhwMREcQ,"5X6W+9F South Yarra, Victoria, Australia",,8/10/2022 2:56,"https://www.google.com/maps/search/hotels+near+South+Yarra+VIC/@-37.8103515,144.908693,12z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,630 Chapel St,,FALSE,"https://www.google.com/maps/place/The+Como+Melbourne+-+MGallery/@-37.8390099,144.9962073,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad6428312b8e659:0xc411110387c731b2!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8390099!4d144.9962073?hl=en"
Naughtons Hotel,Pub,http://naughtonshotel.com.au/,+61 3 9347 2255,"43 Royal Parade, Parkville VIC 3052, Australia",Parkville,Victoria,AU,3052,-37.7955778,144.9576444,106,4.4,561,320,191,9,36,5,Pub,Bar,Hotel,,,,,,,2.95E+18,FALSE,,,43 Royal Parade,FALSE,ChIJKcJ5mCtd1moREh7qP6BA6Cg,"6X35+Q3 Parkville, Victoria, Australia",,8/10/2022 1:59,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,43 Royal Parade,,FALSE,"https://www.google.com/maps/place/Naughtons+Hotel/@-37.7955778,144.9576444,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65d2b9879c229:0x28e840a03fea1e12!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.7956096!4d144.9576195?hl=en"
Clarion Suites Gateway,Hotel,https://www.choicehotels.com/victoria/melbourne/clarion-hotels/au603?mc=llgoxxap,+61 3 9296 8888,"1 William St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8194702,144.9595028,94,4.3,529,270,169,14,66,10,Hotel,,,,,,,,,1.47E+19,FALSE,,,1 William St,FALSE,ChIJ6_b4FU1d1moRNRyHj71o6ss,"5XJ5+6R Melbourne, Victoria, Australia",,8/10/2022 2:01,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,1 William St,,FALSE,"https://www.google.com/maps/place/Clarion+Suites+Gateway/@-37.8194702,144.9595028,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65d4d15f8f6eb:0xcbea68bd8f871c35!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8194702!4d144.9595028?hl=en"
Quay West Suites,Hotel,,+61 3 9693 6000,"26 Southgate Ave, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8204221,144.9670934,114,4.5,523,346,134,11,21,11,Hotel,,,,,,,,,1.16E+19,FALSE,,,26 Southgate Ave,FALSE,ChIJJXFPe7FC1moRs5x7KKkbbqA,"5XH8+RR Southbank, Victoria, Australia",$,8/10/2022 1:58,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,26 Southgate Ave,,FALSE,"https://www.google.com/maps/place/Quay+West+Suites/@-37.8204221,144.9670934,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad642b17b4f7125:0xa06e1ba9287b9cb3!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8204221!4d144.9670934?hl=en"
Adina Apartment Hotel Melbourne Northbank,Hotel,https://www.adinahotels.com/en/apartments/melbourne-northbank/?utm_source=googleplaces&utm_medium=organic&utm_campaign=googleplaces&utm_content=adina-melbourne-northbank,+61 3 9246 0000,"550 Flinders St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8204643,144.9559926,68,4.2,495,245,167,12,54,17,Hotel,Event venue,Restaurant,Serviced accommodation,,,,,,1.24E+18,FALSE,,,550 Flinders St,FALSE,ChIJBb0EHFJd1moRrXAxsiU3MRE,"5XH4+R9 Melbourne, Victoria, Australia",,8/10/2022 2:04,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,550 Flinders St,,FALSE,"https://www.google.com/maps/place/Adina+Apartment+Hotel+Melbourne+Northbank/@-37.8204643,144.9559926,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d521c04bd05:0x11313725b23170ad!5m2!4m1!1i2!8m2!3d-37.8206088!4d144.9560131?hl=en"
