restaurant name,phone,website,address,city,State,countryCode,location/lat,location/lng,Categories summary _1,Categories summary _2,Cusine,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,categories/10,categoryName,cid,isAdvertisement,locatedIn,menu,neighborhood,orderBy/0/name,orderBy/0/orderUrl,orderBy/0/url,orderBy/1/name,orderBy/1/orderUrl,orderBy/1/url,orderBy/2/name,orderBy/2/orderUrl,orderBy/2/url,orderBy/3/name,orderBy/3/orderUrl,orderBy/3/url,orderBy/4/name,orderBy/4/orderUrl,orderBy/4/url,orderBy/5/name,orderBy/5/url,permanentlyClosed,placeId,plusCode,postalCode,price,totalScore,rank,reviewsCount,reviewsDistribution/fiveStar,reviewsDistribution/fourStar,reviewsDistribution/oneStar,reviewsDistribution/threeStar,reviewsDistribution/twoStar,scrapedAt,searchPageUrl,searchString,state,street,subTitle,temporarilyClosed,url
Supernormal,+61 3 9650 8688,http://www.supernormal.net.au/,"180 Flinders Ln, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.8159071,144.9683863,Restaurant,,Australian,Modern Australian restaurant,Asian fusion restaurant,,,,,,,,,,Modern Australian restaurant,1.62E+19,FALSE,,,180 Flinders Ln,sevenrooms.com,,https://www.sevenrooms.com/reservations/supernormalaustralia,,,,,,,,,,,,,,,FALSE,ChIJNVF8Q7ZC1moRarO5qwt4NOA,"5XM9+J9 Melbourne, Victoria, Australia",3000,$$$,4.5,119,3016,2028,670,53,189,76,7/10/2022 23:11,"https://www.google.com/maps/search/restaurant+near+East+Melbourne+VIC/@-37.814442,144.9759493,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,180 Flinders Ln,,FALSE,"https://www.google.com/maps/place/Supernormal/@-37.8159071,144.9683863,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642b6437c5135:0xe034780babb9b36a!8m2!3d-37.8159071!4d144.9683863?hl=en"
Pastuso,+61 3 9662 4556,http://pastuso.com.au/,"19 AC/DC La, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.8158403,144.9710359,Restaurant,,Peruvian,Peruvian restaurant,Latin American restaurant,South American restaurant,Steak house,,,,,,,,Peruvian restaurant,4.87E+18,FALSE,,,19 AC/DC La,pastuso.com.au,,http://pastuso.com.au/bookings,,,,,,,,,,,,,,,FALSE,ChIJ2QMv5rdC1moRlTlxgCFLl0M,"5XMC+MC Melbourne, Victoria, Australia",3000,$$$,4.5,6,2066,1445,397,59,110,55,8/10/2022 1:24,"https://www.google.com/maps/search/Restraunt+CBD,+Melbourne+VIC+3000/@-37.8134205,144.9542724,15z?hl=en",,Victoria,19 AC/DC La,,FALSE,"https://www.google.com/maps/place/Pastuso/@-37.8158403,144.9710359,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642b7e62f03d9:0x43974b2180713995!8m2!3d-37.8158297!4d144.9710311?hl=en"
Maha Restaurant,+61 3 9629 5900,http://maharestaurant.com.au/,"21 Bond St, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.8181528,144.962662,Restaurant,Bar,Middle Eastern,Middle Eastern restaurant,Bar,Restaurant,,,,,,,,,Middle Eastern restaurant,5.83E+17,FALSE,,,21 Bond St,sevenrooms.com,,https://www.sevenrooms.com/reservations/maharestaurant?venues=maharestaurant%2Cmahaeast%2Cmahabarcollingwood,,,,,,,,,,,,,,,FALSE,ChIJizFTarNC1moRjM6M4Z_OGAg,"5XJ7+P3 Melbourne, Victoria, Australia",3000,$$$,4.5,89,1720,1282,250,58,72,58,8/10/2022 1:15,"https://www.google.com/maps/search/Restraunt+CBD,+Melbourne+VIC+3000/@-37.8134205,144.9542724,15z/data=!4m2!2m1!6e5?hl=en",,Victoria,21 Bond St,,FALSE,"https://www.google.com/maps/place/Maha+Restaurant/@-37.8181528,144.962662,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642b36a53318b:0x818ce9fe18cce8c!8m2!3d-37.8181528!4d144.962662?hl=en"
MoVida,+61 3 9663 3038,https://www.movida.com.au/,"1 Hosier Ln, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.8167167,144.9691417,Restaurant,,Spanish,Spanish restaurant,Function room facility,Tapas bar,Wine bar,,,,,,,,Spanish restaurant,4.47E+17,FALSE,,,1 Hosier Ln,sevenrooms.com,,"https://www.sevenrooms.com/reservations/movidamelbourne/movida-widget?venues=movidamelbourne,movidaaquimelbourne,movidanextdoor,movidatresacinco",,,,,,,,,,,,,,,FALSE,ChIJjUllVLZC1moRFJto433jNAY,"5XM9+8M Melbourne, Victoria, Australia",3000,$$,4.5,116,1605,1092,340,37,106,30,7/10/2022 23:11,"https://www.google.com/maps/search/restaurant+near+East+Melbourne+VIC/@-37.814442,144.9759493,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,1 Hosier Ln,,FALSE,"https://www.google.com/maps/place/MoVida/@-37.8167167,144.9691417,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642b65465498d:0x634e37de3689b14!8m2!3d-37.8167002!4d144.9691994?hl=en"
B'Churrasco Brazilian BBQ Restaurant Melbourne,+61 3 8060 4770,http://bchurrasco.com.au/,"61 A'Beckett St, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.8091463,144.9616548,Restaurant,Bar,Brazilian,Brazilian restaurant,Bar & grill,Barbecue restaurant,Function room facility,Meat dish restaurant,Restaurant,South American restaurant,Steak house,,,,Brazilian restaurant,5.62E+18,FALSE,,,61 A'Beckett St,bchurrasco.com.au,,https://bchurrasco.com.au/bookmeup/,,,,,,,,,,,,,,,FALSE,ChIJA3BEMMtC1moRSOb3BWGy900,"5XR6+8M Melbourne, Victoria, Australia",3000,$$$,4.5,100,1466,1034,274,35,88,35,8/10/2022 1:52,"https://www.google.com/maps/search/restaurant+near+West+Melbourne+VIC/@-37.8111826,144.9354737,14z/data=!4m2!2m1!6e5?hl=en",,Victoria,61 A'Beckett St,,FALSE,"https://www.google.com/maps/place/B'Churrasco+Brazilian+BBQ+Restaurant+Melbourne/@-37.8091463,144.9616548,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642cb30447003:0x4df7b26105f7e648!8m2!3d-37.8091463!4d144.9616548?hl=en"
Asado,+61 3 9088 8600,https://www.asado.melbourne/?utm_source=google&utm_medium=gmb,"6 Riverside Quay, Southbank VIC 3006, Australia",Southbank,VIC,AU,-37.8208984,144.9640633,Restaurant,,Australian,Restaurant,Argentinian restaurant,Bar & grill,Function room facility,Spanish restaurant,Steak house,,,,,,Restaurant,2.14E+18,FALSE,,,6 Riverside Quay,asado.melbourne,,https://www.asado.melbourne/bookings?utm_source=google&utm_medium=gmb,,,,,,,,,,,,,,,FALSE,ChIJ4xaW-AJD1moR-4fAxvspuR0,"5XH7+JJ Southbank, Victoria, Australia",3006,$$$,4.5,14,1459,1030,236,58,85,50,8/10/2022 2:05,"https://www.google.com/maps/search/restaurant+near+Southbank+VIC/@-37.8216414,144.958715,16z?hl=en",,Victoria,6 Riverside Quay,,FALSE,"https://www.google.com/maps/place/Asado/@-37.8208984,144.9640633,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad64302f89616e3:0x1db929fbc6c087fb!8m2!3d-37.8208984!4d144.9640633?hl=en"
Humble Rays Melbourne,+61 466 044 477,https://www.humblerays.com.au/,"71 Bouverie St, Carlton VIC 3053, Australia",Carlton,VIC,AU,-37.8047794,144.9613635,Cafe,,Cafe,Cafe,,,,,,,,,,,Cafe,8.17E+18,FALSE,,,71 Bouverie St,opentable.com.au,,https://www.opentable.com.au/restaurant/profile/164450?ref=11025,,,,,,,,,,,,,,,FALSE,ChIJ9VrAK81C1moR3AEdezwbYXE,"5XW6+3G Carlton, Victoria, Australia",3053,$$,4.5,117,1442,956,342,41,81,22,8/10/2022 1:49,"https://www.google.com/maps/search/restaurant+near+Parkville+VIC/@-37.8061955,144.9423826,14z/data=!4m2!2m1!6e5?hl=en",,Victoria,71 Bouverie St,,FALSE,"https://www.google.com/maps/place/Humble+Rays+Melbourne/@-37.8047794,144.9613635,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642cd2bc05af5:0x71611b3c7b1d01dc!8m2!3d-37.8047507!4d144.9615405?hl=en"
Rare Steakhouse Downtown,+61 3 9620 9888,http://www.raresteakhouse.com.au/,"42-44 King St, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.8191552,144.9572031,Restaurant,,Steak house,Steak house,Grill,Australian restaurant,Meat dish restaurant,Restaurant,,,,,,,Steak house,1.21E+19,FALSE,,,42-44 King St,raresteakhouse.com.au,,http://www.raresteakhouse.com.au/bookings/downtown,,,,,,,,,,,,,,,FALSE,ChIJd4Tekk1d1moRmWbT07fDU6c,"5XJ4+8V Melbourne, Victoria, Australia",3000,$$$,4.5,97,1242,872,237,30,72,31,8/10/2022 1:52,"https://www.google.com/maps/search/restaurant+near+West+Melbourne+VIC/@-37.8111826,144.9354737,14z/data=!4m2!2m1!6e5?hl=en",,Victoria,42-44 King St,,FALSE,"https://www.google.com/maps/place/Rare+Steakhouse+Downtown/@-37.8191552,144.9572031,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad65d4d92de8477:0xa753c3b7d3d36699!8m2!3d-37.8191522!4d144.9572137?hl=en"
Vue de monde,+61 3 9691 3888,http://www.vuedemonde.com.au/,"55 Rialto Towers, 525 Collins St, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.8187,144.9576,Restaurant,,Western,Fine dining restaurant,Australian restaurant,Diner,Event venue,Restaurant,Wedding venue,,,,,,Fine dining restaurant,2.11E+16,FALSE,Floor G · Rialto,,"55 Rialto Towers, 525 Collins St",opentable.com.au,,https://www.opentable.com.au/restaurant/profile/22082?ref=11025,,,,,,,,,,,,,,,FALSE,ChIJ4_Vc6dZC1moRlwIXnmb2SgA,"5XJ5+G2 Melbourne, Victoria, Australia",3000,$$$$,4.5,88,1182,923,121,70,46,22,8/10/2022 1:53,"https://www.google.com/maps/search/restaurant+near+West+Melbourne+VIC/@-37.8111826,144.9354737,14z/data=!4m2!2m1!6e5?hl=en",,VIC,"55 Rialto Towers, 525 Collins St",,FALSE,"https://www.google.com/maps/place/Vue+de+monde/@-37.8187,144.9576,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642d6e95cf5e3:0x4af6669e170297!8m2!3d-37.8187!4d144.9576?hl=en"
Yeonga Korean BBQ Restaurant,+61 3 9326 8834,http://www.yeongabbq.com.au/,"1 Cobden St, North Melbourne VIC 3051, Australia",North Melbourne,VIC,AU,-37.8056217,144.9569746,Restaurant,,Korean,Korean barbecue restaurant,Barbecue restaurant,,,,,,,,,,Korean barbecue restaurant,1.54E+19,FALSE,,,1 Cobden St,yeongabbq.com.au,,https://www.yeongabbq.com.au/reservation2/,,,,,,,,,,,,,,,FALSE,ChIJkxaSjDNd1moR0zZ2rgo5Q9Y,"5XV4+QQ North Melbourne, Victoria, Australia",3051,$$,4.5,46,1099,746,245,34,54,20,8/10/2022 2:02,"https://www.google.com/maps/search/restaurant+near+Parkville+VIC/@-37.8061955,144.9423826,14z/data=!4m2!2m1!6e5?hl=en",,Victoria,1 Cobden St,,FALSE,"https://www.google.com/maps/place/Yeonga+Korean+BBQ+Restaurant/@-37.8056217,144.9569746,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad65d338c921693:0xd643390aae7636d3!8m2!3d-37.8056217!4d144.9569746?hl=en"
Bornga Korean Restaurant,+61 406 468 878,https://instagram.com/borngamelbourne?igshid=3kmx2zmgii9s,"Level 1/178 Little Bourke St, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.8119045,144.9669566,Restaurant,,Korean,Korean restaurant,Asian fusion restaurant,Asian restaurant,Barbecue restaurant,Korean barbecue restaurant,Korean beef restaurant,Korean rib restaurant,Restaurant,,,,Korean restaurant,1.73E+19,FALSE,Chinatown Melbourne,,Level 1/178 Little Bourke St,nowbookit.com,,"https://bookings.nowbookit.com/?accountid=07a0bacc-af68-4804-b14f-8f7b733283b9&venueid=4246&theme=light&colors=hex,000000",,,,,,,,,,,,,,,FALSE,ChIJL8W4hslC1moRfwQ7YgJ7ze8,"5XQ8+6Q Melbourne, Victoria, Australia",3000,,4.5,73,1069,747,202,50,54,16,8/10/2022 1:18,"https://www.google.com/maps/search/Restraunt+CBD,+Melbourne+VIC+3000/@-37.8134205,144.9542724,15z/data=!4m2!2m1!6e5?hl=en",,Victoria,Level 1/178 Little Bourke St,,FALSE,"https://www.google.com/maps/place/Bornga+Korean+Restaurant/@-37.8119045,144.9669566,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642c986b8c52f:0xefcd7b02623b047f!8m2!3d-37.8119045!4d144.9669566?hl=en"
Flower Drum Restaurant Melbourne,+61 3 9662 3655,http://www.flowerdrum.melbourne/,"17 Market Ln, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.8118772,144.9692458,Restaurant,,Chinese,Chinese restaurant,Cantonese restaurant,,,,,,,,,,Chinese restaurant,1.76E+19,FALSE,,,17 Market Ln,flowerdrum.melbourne,,http://flowerdrum.melbourne/bookings/,thefork.com.au,,https://www.thefork.com.au/restaurant/flower-drum-r529765?cc=18174-54f,,,,,,,,,,,,FALSE,ChIJr1N1BMlC1moR6aJLe1nHgPQ,"5XQ9+6M Melbourne, Victoria, Australia",3000,$$$,4.5,72,1025,740,181,31,44,29,7/10/2022 23:47,"https://www.google.com/maps/search/restaurant+near+East+Melbourne+VIC/@-37.814442,144.9759493,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,17 Market Ln,,FALSE,"https://www.google.com/maps/place/Flower+Drum+Restaurant+Melbourne/@-37.8118772,144.9692458,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642c9047553af:0xf480c7597b4ba2e9!8m2!3d-37.8118772!4d144.9692458?hl=en"
Longrain Melbourne,+61 3 9653 1600,http://www.longrainmelbourne.com/,"44 Little Bourke St, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.8106333,144.9711861,Restaurant,,Thai,Thai restaurant,Delivery Restaurant,Takeout Restaurant,,,,,,,,,Thai restaurant,5.13E+18,FALSE,,,44 Little Bourke St,sevenrooms.com,,"https://www.sevenrooms.com/reservations/longrainmelbourne/goog?venues=chancerylane,estelle,matilda,longrainmelbourne",,,,,,,,,,,,,,,FALSE,ChIJme6hTM9C1moRFG6RpYqZL0c,"5XQC+PF Melbourne, Victoria, Australia",3000,$$$,4.5,27,1025,699,228,20,58,20,8/10/2022 0:12,"https://www.google.com/maps/search/restaurant+near+East+Melbourne+VIC/@-37.814442,144.9759493,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,44 Little Bourke St,,FALSE,"https://www.google.com/maps/place/Longrain+Melbourne/@-37.8106333,144.9711861,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642cf4ca1ee99:0x472f998aa5916e14!8m2!3d-37.8106333!4d144.9711861?hl=en"
Chocolate Buddha,+61 3 9654 5688,http://chocolatebuddha.com.au/,"Federation Square, Swanston St & Flinders St, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.8177174,144.9687344,Restaurant,,Japanese,Japanese restaurant,Dessert restaurant,Sushi restaurant,,,,,,,,,Japanese restaurant,1.44E+19,FALSE,Floor G · Fed Square,,"Federation Square, Swanston St & Flinders St",,,,,,,,,,,,,,,,,,FALSE,ChIJT8T86bZC1moR8qVV13PNTsc,"5XJ9+WF Melbourne, Victoria, Australia",3000,$$,4.5,76,932,625,185,26,66,30,8/10/2022 1:55,"https://www.google.com/maps/search/restaurant+near+West+Melbourne+VIC/@-37.8111826,144.9354737,14z/data=!4m2!2m1!6e5?hl=en",,VIC,"Federation Square, Swanston St & Flinders St",,FALSE,"https://www.google.com/maps/place/Chocolate+Buddha/@-37.8177174,144.9687344,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642b6e9fcc44f:0xc74ecd73d755a5f2!8m2!3d-37.8177174!4d144.9687344?hl=en"
Rare Steakhouse Midtown,+61 3 9670 7317,http://raresteakhouse.com.au/,"12 Goldie Pl, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.813386,144.960767,Restaurant,,Steak house,Steak house,Grill,Australian restaurant,,,,,,,,,Steak house,1.34E+18,FALSE,,,12 Goldie Pl,nowbookit.com,,"https://bookings.nowbookit.com/?accountid=c1b9bcf8-886a-47fa-80f7-201ece50dca1&venueid=2547&theme=outlined-light&colors=hex,795548",,,,,,,,,,,,,,,FALSE,ChIJEWCtz0pd1moRIEwPN02-nBI,"5XP6+J8 Melbourne, Victoria, Australia",3000,$$$,4.5,83,910,625,187,19,66,13,8/10/2022 1:53,"https://www.google.com/maps/search/restaurant+near+West+Melbourne+VIC/@-37.8111826,144.9354737,14z/data=!4m2!2m1!6e5?hl=en",,Victoria,12 Goldie Pl,,FALSE,"https://www.google.com/maps/place/Rare+Steakhouse+Midtown/@-37.813386,144.960767,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad65d4acfad6011:0x129cbe4d370f4c20!8m2!3d-37.813386!4d144.960767?hl=en"
Mörk Chocolate Brew House,+61 3 9328 1386,http://morkchocolate.com.au/,"150 Errol St, North Melbourne VIC 3051, Australia",North Melbourne,VIC,AU,-37.8015376,144.9501363,Cafe,,Cafe,Chocolate shop,,,,,,,,,,,Chocolate shop,8.05E+18,FALSE,,,150 Errol St,morkchocolate.com.au,,http://store.morkchocolate.com.au/,,,,,,,,,,,,,,,FALSE,ChIJJ3nfeDpd1moR0mCPZSS6yG8,"5XX2+93 North Melbourne, Victoria, Australia",3051,,4.5,121,910,619,196,27,55,13,7/10/2022 23:20,"https://www.google.com/maps/search/restaurant+near+North+Melbourne+VIC/@-37.8015566,144.9488339,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,150 Errol St,,FALSE,"https://www.google.com/maps/place/M%C3%B6rk+Chocolate+Brew+House/@-37.8015376,144.9501363,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad65d3a78df7927:0x6fc8ba24658f60d2!8m2!3d-37.8015376!4d144.9501363?hl=en"
SPQR Pizzeria,+61 3 9671 3326,https://www.spqrpizzeria.com/,"26 Liverpool St, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.8109748,144.9713394,Restaurant,,Italian,Pizza restaurant,Restaurant,,,,,,,,,,Pizza restaurant,5.34E+17,FALSE,,,26 Liverpool St,ordermate.online,https://ordermate.online/spqrpizzeria/menu,ordermate.online,,,,,,,,,,,,,,,FALSE,ChIJ4SIGschC1moRTz-NPh3_aQc,"5XQC+JG Melbourne, Victoria, Australia",3000,$$,4.5,55,901,630,164,36,54,17,8/10/2022 0:01,"https://www.google.com/maps/search/restaurant+near+East+Melbourne+VIC/@-37.814442,144.9759493,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,26 Liverpool St,,FALSE,"https://www.google.com/maps/place/SPQR+Pizzeria/@-37.8109748,144.9713394,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642c8b10622e1:0x769ff1d3e8d3f4f!8m2!3d-37.8109748!4d144.9713394?hl=en"
A Hereford Beefstouw,+61 3 9654 8297,http://beefstouw.com/melbourne-australia,"22 Duckboard Pl, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.8157449,144.9712936,Restaurant,,Steak house,Steak house,Restaurant,,,,,,,,,,Steak house,4.06E+18,FALSE,,,22 Duckboard Pl,nowbookit.com,,"https://bookings.nowbookit.com/?accountid=361b2065-ae6e-40d9-943e-7c00ecd7b6f2&venueid=3337&theme=light&colors=hex,000000",,,,,,,,,,,,,,,FALSE,ChIJbUqB5LdC1moRBUUGRuqWSjg,"5XMC+PG Melbourne, Victoria, Australia",3000,$$$,4.5,89,899,625,167,27,51,29,7/10/2022 23:28,"https://www.google.com/maps/search/restaurant+near+East+Melbourne+VIC/@-37.814442,144.9759493,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,22 Duckboard Pl,,FALSE,"https://www.google.com/maps/place/A+Hereford+Beefstouw/@-37.8157449,144.9712936,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642b7e4814a6d:0x384a96ea46064505!8m2!3d-37.8157531!4d144.9712976?hl=en"
Vertue Coffee Roasters CARLTON,+61 3 8060 6987,http://vertuecoffee.com.au/,"8 Raffa Pl, Carlton VIC 3053, Australia",Carlton,VIC,AU,-37.7976816,144.9682985,Cafe,,Cafe,Restaurant,Breakfast restaurant,Coffee shop,Cafe,,,,,,,,Cafe,7.86E+18,FALSE,,,8 Raffa Pl,vertuecoffee.com.au,,https://vertuecoffee.com.au/pages/book-to-dine-in-at-vertue-coffee-roasters-carlton,quandoo.com.au,,https://www.quandoo.com.au/place/vertue-coffee-roasters-66739?aid=63,,,,,,,,,,,,FALSE,ChIJs-8IXNZC1moRSUkUoLjsBm0,"6X29+W8 Carlton, Victoria, Australia",3053,$$,4.5,102,893,626,160,41,44,22,7/10/2022 23:17,"https://www.google.com/maps/search/restaurant+near+Carlton+VIC/@-37.8009444,144.9640258,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,8 Raffa Pl,,FALSE,"https://www.google.com/maps/place/Vertue+Coffee+Roasters+CARLTON/@-37.7976816,144.9682985,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642d65c08efb3:0x6d06ecb8a0144949!8m2!3d-37.7976807!4d144.9682986?hl=en"
Archie Brothers Cirque Electriq Melbourne,+61 1300 888 386,https://www.archiebrothers.com.au/locations/melbourne?utm_source=google-business&utm_medium=organic&utm_campaign=search-google-business,"Shop CW-G19 The District Docklands, 440 Docklands Dr, Docklands VIC 3008, Australia",Docklands,VIC,AU,-37.8121338,144.9365876,Bar,,Bar,Bar,Amusement center,Bowling alley,Cocktail bar,Diner,Video arcade,,,,,,Bar,3.50E+18,FALSE,Floor 0 · The District Docklands,,"Shop CW-G19 The District Docklands, 440 Docklands Dr",,,,,,,,,,,,,,,,,,FALSE,ChIJE-ghDWhd1moR-XadzRmUjTA,"5WQP+4J Docklands, Victoria, Australia",3008,$$,4.5,75,891,594,198,25,58,16,7/10/2022 23:33,"https://www.google.com/maps/search/restaurant+near+Docklands+VIC/@-37.8193306,144.9392852,16z/data=!4m2!2m1!6e5?hl=en",,VIC,"Shop CW-G19 The District Docklands, 440 Docklands Dr",,FALSE,"https://www.google.com/maps/place/Archie+Brothers+Cirque+Electriq+Melbourne/@-37.8121338,144.9365876,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad65d680d21e813:0x308d9419cd9d76f9!8m2!3d-37.8121338!4d144.9365876?hl=en"
Da Guido La Pasta,+61 3 8528 4547,http://www.daguidomelbourne.com/,"130 Lygon St, Carlton VIC 3053, Australia",Carlton,VIC,AU,-37.8040315,144.9666273,Restaurant,,Italian,Italian restaurant,,,,,,,,,,,Italian restaurant,1.23E+19,FALSE,,,130 Lygon St,daguidomelbourne.com,,http://www.daguidomelbourne.com/,,,,,,,,,,,,,,,FALSE,ChIJJb5IAtJC1moRotUKafEC8ao,"5XW8+9M Carlton, Victoria, Australia",3053,$$,4.5,27,807,590,116,35,42,24,8/10/2022 0:14,"https://www.google.com/maps/search/restaurant+near+Carlton+VIC/@-37.8009444,144.9640258,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,130 Lygon St,,FALSE,"https://www.google.com/maps/place/Da+Guido+La+Pasta/@-37.8040315,144.9666273,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642d20248be25:0xaaf102f1690ad5a2!8m2!3d-37.8040315!4d144.9666273?hl=en"
Woodo Korean Barbecue,+61 3 9995 9612,https://woodo-korean-bbq.business.site/,"179 King St, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.8159438,144.9552646,Restaurant,,Korean,Korean barbecue restaurant,Restaurant,,,,,,,,,,Korean barbecue restaurant,1.42E+19,FALSE,,,179 King St,tinyurl.com,,https://tinyurl.com/4hpn42fs,quandoo.com.au,,https://www.quandoo.com.au/place/woodo-korean-bbq-91325?aid=63,,,,,,,,,,,,FALSE,ChIJ1chmmU5d1moRwVc6HVy3ycQ,"5XM4+J4 Melbourne, Victoria, Australia",3000,$$,4.5,91,786,547,147,27,46,19,8/10/2022 1:52,"https://www.google.com/maps/search/restaurant+near+West+Melbourne+VIC/@-37.8111826,144.9354737,14z/data=!4m2!2m1!6e5?hl=en",,Victoria,179 King St,,FALSE,"https://www.google.com/maps/place/Woodo+Korean+Barbecue/@-37.8159438,144.9552646,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad65d4e9966c8d5:0xc4c9b75c1d3a57c1!8m2!3d-37.8159438!4d144.9552646?hl=en"
Don Tojo,,,"164 Cardigan St, Carlton VIC 3053, Australia",Carlton,VIC,AU,-37.8013824,144.9656286,Restaurant,,Japanese,Japanese restaurant,,,,,,,,,,,Japanese restaurant,1.51E+19,FALSE,,,164 Cardigan St,,,,,,,,,,,,,,,,,,FALSE,ChIJXTvTy9NC1moResqUQkLditE,"5XX8+C7 Carlton, Victoria, Australia",3053,$,4.5,71,776,518,184,22,43,9,7/10/2022 23:44,"https://www.google.com/maps/search/restaurant+near+Carlton+VIC/@-37.8009444,144.9640258,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,164 Cardigan St,,FALSE,"https://www.google.com/maps/place/Don+Tojo/@-37.8013824,144.9656286,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642d3cbd33b5d:0xd18add424294ca7a!8m2!3d-37.8013596!4d144.9655228?hl=en"
Green Man's Arms,+61 3 9347 7419,https://greenmansarms.com.au/,"418 Lygon St, Carlton VIC 3053, Australia",Carlton,VIC,AU,-37.7969415,144.9678097,Restaurant,Bar,Vegetarian,Restaurant,Bar,Takeout Restaurant,Pub,Vegetarian restaurant,,,,,,,Restaurant,3.41E+18,FALSE,,,418 Lygon St,obeeapp.com,,https://s2.obeeapp.com/greenmansarms/?,,,,,,,,,,,,,,,FALSE,ChIJVwLea9ZC1moR4ktkrL0ASi8,"6X39+64 Carlton, Victoria, Australia",3053,$$,4.5,7,742,499,161,18,47,17,8/10/2022 0:27,"https://www.google.com/maps/search/restaurant+near+Carlton+VIC/@-37.8009444,144.9640258,16z/data=!3m1!4b1?hl=en",,Victoria,418 Lygon St,,FALSE,"https://www.google.com/maps/place/Green+Man's+Arms/@-37.7969415,144.9678097,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642d66bde0257:0x2f4a00bdac644be2!8m2!3d-37.7969369!4d144.9677723?hl=en"
Trattoria Emilia,+61 3 9670 7214,https://www.emiliamelbourne.com.au/,"360 Little Collins St, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.815333,144.9626731,Restaurant,Bar,Italian,Italian restaurant,Liquor store,Wine store,,,,,,,,,Italian restaurant,1.03E+19,FALSE,,,360 Little Collins St,emiliamelbourne.com.au,,https://www.emiliamelbourne.com.au/reservations,opentable.com.au,,https://www.opentable.com.au/restaurant/profile/32474?ref=11025,,,,,,,,,,,,FALSE,ChIJoboi5rRC1moRd4i9kw4uMY8,"5XM7+V3 Melbourne, Victoria, Australia",3000,$$$,4.5,60,703,465,163,16,45,14,8/10/2022 1:20,"https://www.google.com/maps/search/Restraunt+CBD,+Melbourne+VIC+3000/@-37.8134205,144.9542724,15z/data=!4m2!2m1!6e5?hl=en",,Victoria,360 Little Collins St,,FALSE,"https://www.google.com/maps/place/Trattoria+Emilia/@-37.815333,144.9626731,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642b4e622baa1:0x8f312e0e93bd8877!8m2!3d-37.815333!4d144.9626731?hl=en"
